"id","group","sentence_id","lexicalization","Variable_1","Variable_2","type","filler_type","time","response","zscores","null"
"A3070","F",256,28,NA,NA,"filler","good",5280,7,2.00933133381558,"F"
"A3070","I",64,8,"value_1_1","value_2_1","stimul",NA,2855,4,0.479840318523123,"F"
"A3070","F",257,28,NA,NA,"filler","good",5274,4,0.479840318523123,"F"
"A3070","I",178,20,"value_1_3","value_2_1","stimul",NA,5052,4,0.479840318523123,"F"
"A3070","F",258,28,NA,NA,"filler","good",3494,4,0.479840318523123,"F"
"A3070","F",259,28,NA,NA,"filler","good",5023,4,0.479840318523123,"F"
"A3070","I",227,26,"value_1_1","value_2_2","stimul",NA,4352,1,-1.04965069676933,"F"
"A3070","F",260,28,NA,NA,"filler","good",3541,4,0.479840318523123,"F"
"A3070","I",41,5,"value_1_2","value_2_2","stimul",NA,3584,4,0.479840318523123,"F"
"A3070","F",261,28,NA,NA,"filler","good",3018,3,-0.029990019907695,"F"
"A3070","F",262,28,NA,NA,"filler","good",3118,4,0.479840318523123,"F"
"A3070","I",137,16,"value_1_1","value_2_2","stimul",NA,4196,4,0.479840318523123,"F"
"A3070","F",263,28,NA,NA,"filler","good",2263,3,-0.029990019907695,"F"
"A3070","I",25,3,"value_1_3","value_2_1","stimul",NA,5349,3,-0.029990019907695,"F"
"A3070","F",264,28,NA,NA,"filler","bad",2631,1,-1.04965069676933,"F"
"A3070","F",265,28,NA,NA,"filler","bad",3265,1,-1.04965069676933,"F"
"A3070","I",121,14,"value_1_2","value_2_1","stimul",NA,3616,2,-0.539820358338513,"F"
"A3070","F",266,28,NA,NA,"filler","bad",2789,1,-1.04965069676933,"F"
"A3070","I",235,27,"value_1_1","value_2_1","stimul",NA,2896,1,-1.04965069676933,"F"
"A3070","F",267,28,NA,NA,"filler","bad",2401,1,-1.04965069676933,"F"
"A3070","F",268,28,NA,NA,"filler","bad",2581,1,-1.04965069676933,"F"
"A3070","I",194,22,"value_1_2","value_2_2","stimul",NA,3384,2,-0.539820358338513,"F"
"A3070","F",269,28,NA,NA,"filler","bad",2249,1,-1.04965069676933,"F"
"A3070","I",202,23,"value_1_2","value_2_1","stimul",NA,3750,2,-0.539820358338513,"F"
"A3070","F",270,28,NA,NA,"filler","bad",2819,1,-1.04965069676933,"F"
"A3070","F",271,28,NA,NA,"filler","bad",1942,1,-1.04965069676933,"F"
"A3070","I",145,17,"value_1_1","value_2_1","stimul",NA,4237,1,-1.04965069676933,"F"
"A3070","F",272,28,NA,NA,"filler","bad",2739,2,-0.539820358338513,"F"
"A3070","I",219,25,"value_1_1","value_2_3","stimul",NA,3134,1,-1.04965069676933,"F"
"A3070","F",273,28,NA,NA,"filler","bad",2187,1,-1.04965069676933,"F"
"A3070","F",274,28,NA,NA,"filler","bad",3875,2,-0.539820358338513,"F"
"A3070","I",105,12,"value_1_2","value_2_3","stimul",NA,5613,3,-0.029990019907695,"F"
"A3070","F",275,28,NA,NA,"filler","bad",2310,1,-1.04965069676933,"F"
"A3070","I",170,19,"value_1_3","value_2_2","stimul",NA,2916,1,-1.04965069676933,"F"
"A3070","F",276,28,NA,NA,"filler","bad",3126,1,-1.04965069676933,"F"
"A3070","F",277,28,NA,NA,"filler","bad",3764,1,-1.04965069676933,"F"
"A3070","I",9,1,"value_1_3","value_2_3","stimul",NA,4006,1,-1.04965069676933,"F"
"A3070","F",278,28,NA,NA,"filler","bad",1796,1,-1.04965069676933,"F"
"A3070","I",210,24,"value_1_1","value_2_3","stimul",NA,6641,1,-1.04965069676933,"F"
"A3070","F",279,28,NA,NA,"filler","bad",2337,1,-1.04965069676933,"F"
"A3070","F",280,28,NA,NA,"filler","bad",2024,1,-1.04965069676933,"F"
"A3070","I",129,15,"value_1_1","value_2_3","stimul",NA,4216,4,0.479840318523123,"F"
"A3070","F",281,28,NA,NA,"filler","bad",2164,1,-1.04965069676933,"F"
"A3070","I",186,21,"value_1_2","value_2_3","stimul",NA,6727,6,1.49950099538476,"F"
"A3070","F",282,28,NA,NA,"filler","bad",1993,1,-1.04965069676933,"F"
"A3070","F",283,28,NA,NA,"filler","bad",1968,1,-1.04965069676933,"F"
"A3070","I",49,6,"value_1_2","value_2_1","stimul",NA,4212,6,1.49950099538476,"F"
"A3070","F",284,28,NA,NA,"filler","bad",3342,1,-1.04965069676933,"F"
"A3070","I",17,2,"value_1_3","value_2_2","stimul",NA,5350,2,-0.539820358338513,"F"
"A902","F",244,28,NA,NA,"filler","good",3368,4,-0.792345312633812,"F"
"A902","F",245,28,NA,NA,"filler","good",4604,7,1.10928343768734,"F"
"A902","C",75,9,"value_1_1","value_2_3","stimul",NA,3374,4,-0.792345312633812,"F"
"A902","F",246,28,NA,NA,"filler","good",4584,6,0.475407187580287,"F"
"A902","F",247,28,NA,NA,"filler","good",4138,7,1.10928343768734,"F"
"A902","C",205,23,"value_1_3","value_2_1","stimul",NA,2479,7,1.10928343768734,"F"
"A902","F",248,28,NA,NA,"filler","good",2755,7,1.10928343768734,"F"
"A902","C",36,4,"value_1_3","value_2_3","stimul",NA,3421,5,-0.158469062526762,"F"
"A902","F",249,28,NA,NA,"filler","good",2463,7,1.10928343768734,"F"
"A902","F",250,28,NA,NA,"filler","good",3197,6,0.475407187580287,"F"
"A902","C",19,3,"value_1_1","value_2_1","stimul",NA,4992,5,-0.158469062526762,"F"
"A902","F",251,28,NA,NA,"filler","good",5166,7,1.10928343768734,"F"
"A902","C",67,8,"value_1_2","value_2_1","stimul",NA,2542,7,1.10928343768734,"F"
"A902","F",252,28,NA,NA,"filler","good",3932,7,1.10928343768734,"F"
"A902","F",253,28,NA,NA,"filler","good",6449,6,0.475407187580287,"F"
"A902","C",116,13,"value_1_3","value_2_2","stimul",NA,3413,3,-1.42622156274086,"F"
"A902","F",254,28,NA,NA,"filler","good",3148,7,1.10928343768734,"F"
"A902","C",148,17,"value_1_2","value_2_1","stimul",NA,3776,4,-0.792345312633812,"F"
"A902","F",255,28,NA,NA,"filler","good",5300,6,0.475407187580287,"F"
"A902","F",256,28,NA,NA,"filler","good",1829,7,1.10928343768734,"F"
"A902","C",140,16,"value_1_2","value_2_2","stimul",NA,2384,7,1.10928343768734,"F"
"A902","F",257,28,NA,NA,"filler","good",2949,6,0.475407187580287,"F"
"A902","C",222,25,"value_1_2","value_2_3","stimul",NA,2792,7,1.10928343768734,"F"
"A902","F",258,28,NA,NA,"filler","good",2300,5,-0.158469062526762,"F"
"A902","F",259,28,NA,NA,"filler","good",6117,5,-0.158469062526762,"F"
"A902","C",213,24,"value_1_2","value_2_3","stimul",NA,3051,7,1.10928343768734,"F"
"A902","F",260,28,NA,NA,"filler","good",2935,7,1.10928343768734,"F"
"A902","C",60,7,"value_1_2","value_2_3","stimul",NA,2295,7,1.10928343768734,"F"
"A902","F",261,28,NA,NA,"filler","good",4552,6,0.475407187580287,"F"
"A902","F",262,28,NA,NA,"filler","good",4224,5,-0.158469062526762,"F"
"A902","C",11,2,"value_1_1","value_2_2","stimul",NA,3640,7,1.10928343768734,"F"
"A902","F",263,28,NA,NA,"filler","good",2580,5,-0.158469062526762,"F"
"A902","C",230,26,"value_1_2","value_2_2","stimul",NA,1848,7,1.10928343768734,"F"
"A902","F",264,28,NA,NA,"filler","bad",2702,4,-0.792345312633812,"F"
"A902","F",265,28,NA,NA,"filler","bad",3443,3,-1.42622156274086,"F"
"A902","C",91,11,"value_1_1","value_2_1","stimul",NA,2709,6,0.475407187580287,"F"
"A902","F",266,28,NA,NA,"filler","bad",3306,3,-1.42622156274086,"F"
"A902","C",44,5,"value_1_3","value_2_2","stimul",NA,4255,5,-0.158469062526762,"F"
"A902","F",267,28,NA,NA,"filler","bad",5526,5,-0.158469062526762,"F"
"A902","F",268,28,NA,NA,"filler","bad",4258,3,-1.42622156274086,"F"
"A902","C",3,1,"value_1_1","value_2_3","stimul",NA,2629,6,0.475407187580287,"F"
"A902","F",269,28,NA,NA,"filler","bad",6049,3,-1.42622156274086,"F"
"A902","C",172,20,"value_1_1","value_2_1","stimul",NA,5566,5,-0.158469062526762,"F"
"A902","F",270,28,NA,NA,"filler","bad",2444,3,-1.42622156274086,"F"
"A902","F",271,28,NA,NA,"filler","bad",3677,5,-0.158469062526762,"F"
"A902","C",108,12,"value_1_3","value_2_3","stimul",NA,2442,7,1.10928343768734,"F"
"A902","F",272,28,NA,NA,"filler","bad",4494,6,0.475407187580287,"F"
"A902","C",197,22,"value_1_3","value_2_2","stimul",NA,3287,5,-0.158469062526762,"F"
"A902","F",273,28,NA,NA,"filler","bad",4571,3,-1.42622156274086,"F"
"A902","F",274,28,NA,NA,"filler","bad",2575,3,-1.42622156274086,"F"
"A902","C",238,27,"value_1_2","value_2_1","stimul",NA,3778,6,0.475407187580287,"F"
"A902","F",275,28,NA,NA,"filler","bad",4943,3,-1.42622156274086,"F"
"A902","C",83,10,"value_1_1","value_2_2","stimul",NA,2160,6,0.475407187580287,"F"
"A902","F",276,28,NA,NA,"filler","bad",2874,4,-0.792345312633812,"F"
"A902","F",277,28,NA,NA,"filler","bad",2096,3,-1.42622156274086,"F"
"A902","C",52,6,"value_1_3","value_2_1","stimul",NA,2673,7,1.10928343768734,"F"
"A902","F",278,28,NA,NA,"filler","bad",3094,3,-1.42622156274086,"F"
"A902","C",189,21,"value_1_3","value_2_3","stimul",NA,1989,6,0.475407187580287,"F"
"A902","F",279,28,NA,NA,"filler","bad",1937,3,-1.42622156274086,"F"
"A902","F",280,28,NA,NA,"filler","bad",2993,3,-1.42622156274086,"F"
"A902","C",164,19,"value_1_1","value_2_2","stimul",NA,2106,6,0.475407187580287,"F"
"A902","F",281,28,NA,NA,"filler","bad",2225,3,-1.42622156274086,"F"
"A902","C",124,14,"value_1_3","value_2_1","stimul",NA,1941,7,1.10928343768734,"F"
"A902","F",282,28,NA,NA,"filler","bad",2654,3,-1.42622156274086,"F"
"A902","F",283,28,NA,NA,"filler","bad",2381,3,-1.42622156274086,"F"
"A902","C",132,15,"value_1_2","value_2_3","stimul",NA,2692,7,1.10928343768734,"F"
"A902","F",284,28,NA,NA,"filler","bad",2357,3,-1.42622156274086,"F"
"A902","C",156,18,"value_1_1","value_2_3","stimul",NA,2626,6,0.475407187580287,"F"
"B8496","F",244,28,NA,NA,"filler","good",6264,3,-0.61044604609886,"F"
"B8496","B",51,6,"value_1_2","value_2_3","stimul",NA,6736,7,0.876822502578362,"F"
"B8496","F",245,28,NA,NA,"filler","good",9143,7,0.876822502578362,"F"
"B8496","F",246,28,NA,NA,"filler","good",5211,7,0.876822502578362,"F"
"B8496","B",237,27,"value_1_1","value_2_3","stimul",NA,7181,7,0.876822502578362,"F"
"B8496","F",247,28,NA,NA,"filler","good",2854,7,0.876822502578362,"F"
"B8496","B",180,20,"value_1_3","value_2_3","stimul",NA,9892,7,0.876822502578362,"F"
"B8496","F",248,28,NA,NA,"filler","good",4446,7,0.876822502578362,"F"
"B8496","F",249,28,NA,NA,"filler","good",5758,7,0.876822502578362,"F"
"B8496","B",204,23,"value_1_2","value_2_3","stimul",NA,3822,7,0.876822502578362,"F"
"B8496","F",250,28,NA,NA,"filler","good",4261,7,0.876822502578362,"F"
"B8496","B",59,7,"value_1_2","value_2_2","stimul",NA,7026,6,0.505005365409057,"F"
"B8496","F",251,28,NA,NA,"filler","good",3269,7,0.876822502578362,"F"
"B8496","F",252,28,NA,NA,"filler","good",9266,7,0.876822502578362,"F"
"B8496","B",66,8,"value_1_1","value_2_3","stimul",NA,7929,4,-0.238628908929554,"F"
"B8496","F",253,28,NA,NA,"filler","good",5311,7,0.876822502578362,"F"
"B8496","B",229,26,"value_1_2","value_2_1","stimul",NA,2826,7,0.876822502578362,"F"
"B8496","F",254,28,NA,NA,"filler","good",4257,7,0.876822502578362,"F"
"B8496","F",255,28,NA,NA,"filler","good",4699,6,0.505005365409057,"F"
"B8496","B",131,15,"value_1_2","value_2_2","stimul",NA,2527,7,0.876822502578362,"F"
"B8496","F",256,28,NA,NA,"filler","good",2850,7,0.876822502578362,"F"
"B8496","B",123,14,"value_1_2","value_2_3","stimul",NA,3104,7,0.876822502578362,"F"
"B8496","F",257,28,NA,NA,"filler","good",7843,1,-1.35408032043747,"F"
"B8496","F",258,28,NA,NA,"filler","good",10005,NA,NA,"T"
"B8496","B",74,9,"value_1_1","value_2_2","stimul",NA,5383,1,-1.35408032043747,"F"
"B8496","F",259,28,NA,NA,"filler","good",4702,4,-0.238628908929554,"F"
"B8496","B",155,18,"value_1_1","value_2_2","stimul",NA,7391,4,-0.238628908929554,"F"
"B8496","F",260,28,NA,NA,"filler","good",3387,7,0.876822502578362,"F"
"B8496","F",261,28,NA,NA,"filler","good",5274,4,-0.238628908929554,"F"
"B8496","B",27,3,"value_1_3","value_2_3","stimul",NA,3586,7,0.876822502578362,"F"
"B8496","F",262,28,NA,NA,"filler","good",3494,7,0.876822502578362,"F"
"B8496","B",115,13,"value_1_3","value_2_1","stimul",NA,5668,7,0.876822502578362,"F"
"B8496","F",263,28,NA,NA,"filler","good",7793,5,0.133188228239751,"F"
"B8496","F",264,28,NA,NA,"filler","bad",3619,1,-1.35408032043747,"F"
"B8496","B",163,19,"value_1_1","value_2_1","stimul",NA,4363,7,0.876822502578362,"F"
"B8496","F",265,28,NA,NA,"filler","bad",4164,3,-0.61044604609886,"F"
"B8496","B",99,11,"value_1_3","value_2_3","stimul",NA,4029,6,0.505005365409057,"F"
"B8496","F",266,28,NA,NA,"filler","bad",2798,1,-1.35408032043747,"F"
"B8496","F",267,28,NA,NA,"filler","bad",3058,1,-1.35408032043747,"F"
"B8496","B",147,17,"value_1_1","value_2_3","stimul",NA,3323,1,-1.35408032043747,"F"
"B8496","F",268,28,NA,NA,"filler","bad",2654,1,-1.35408032043747,"F"
"B8496","B",35,4,"value_1_3","value_2_2","stimul",NA,5102,3,-0.61044604609886,"F"
"B8496","F",269,28,NA,NA,"filler","bad",3311,1,-1.35408032043747,"F"
"B8496","F",270,28,NA,NA,"filler","bad",2453,1,-1.35408032043747,"F"
"B8496","B",82,10,"value_1_1","value_2_1","stimul",NA,4547,7,0.876822502578362,"F"
"B8496","F",271,28,NA,NA,"filler","bad",5598,7,0.876822502578362,"F"
"B8496","B",139,16,"value_1_2","value_2_1","stimul",NA,7854,6,0.505005365409057,"F"
"B8496","F",272,28,NA,NA,"filler","bad",5070,6,0.505005365409057,"F"
"B8496","F",273,28,NA,NA,"filler","bad",2520,1,-1.35408032043747,"F"
"B8496","B",221,25,"value_1_2","value_2_2","stimul",NA,3416,6,0.505005365409057,"F"
"B8496","F",274,28,NA,NA,"filler","bad",4097,1,-1.35408032043747,"F"
"B8496","B",43,5,"value_1_3","value_2_1","stimul",NA,5785,7,0.876822502578362,"F"
"B8496","F",275,28,NA,NA,"filler","bad",2352,1,-1.35408032043747,"F"
"B8496","F",276,28,NA,NA,"filler","bad",2555,1,-1.35408032043747,"F"
"B8496","B",107,12,"value_1_3","value_2_2","stimul",NA,3132,7,0.876822502578362,"F"
"B8496","F",277,28,NA,NA,"filler","bad",3083,1,-1.35408032043747,"F"
"B8496","B",212,24,"value_1_2","value_2_2","stimul",NA,5606,7,0.876822502578362,"F"
"B8496","F",278,28,NA,NA,"filler","bad",2600,1,-1.35408032043747,"F"
"B8496","F",279,28,NA,NA,"filler","bad",3553,1,-1.35408032043747,"F"
"B8496","B",196,22,"value_1_3","value_2_1","stimul",NA,4990,7,0.876822502578362,"F"
"B8496","F",280,28,NA,NA,"filler","bad",3397,1,-1.35408032043747,"F"
"B8496","B",188,21,"value_1_3","value_2_2","stimul",NA,2474,7,0.876822502578362,"F"
"B8496","F",281,28,NA,NA,"filler","bad",2028,1,-1.35408032043747,"F"
"B8496","F",282,28,NA,NA,"filler","bad",2472,1,-1.35408032043747,"F"
"B8496","B",10,2,"value_1_1","value_2_1","stimul",NA,4947,7,0.876822502578362,"F"
"B8496","F",283,28,NA,NA,"filler","bad",1812,1,-1.35408032043747,"F"
"B8496","B",2,1,"value_1_1","value_2_2","stimul",NA,2279,7,0.876822502578362,"F"
"B8496","F",284,28,NA,NA,"filler","bad",2663,1,-1.35408032043747,"F"
"B9154","F",244,28,NA,NA,"filler","good",5114,6,0.740432511393528,"F"
"B9154","F",245,28,NA,NA,"filler","good",4825,7,1.18998082188246,"F"
"B9154","G",111,13,"value_1_1","value_2_3","stimul",NA,4940,6,0.740432511393528,"F"
"B9154","F",246,28,NA,NA,"filler","good",7730,6,0.740432511393528,"F"
"B9154","F",247,28,NA,NA,"filler","good",4809,6,0.740432511393528,"F"
"B9154","G",208,24,"value_1_1","value_2_1","stimul",NA,5394,6,0.740432511393528,"F"
"B9154","F",248,28,NA,NA,"filler","good",5136,7,1.18998082188246,"F"
"B9154","G",168,19,"value_1_2","value_2_3","stimul",NA,5153,6,0.740432511393528,"F"
"B9154","F",249,28,NA,NA,"filler","good",3492,7,1.18998082188246,"F"
"B9154","F",250,28,NA,NA,"filler","good",5012,6,0.740432511393528,"F"
"B9154","G",87,10,"value_1_2","value_2_3","stimul",NA,4082,7,1.18998082188246,"F"
"B9154","F",251,28,NA,NA,"filler","good",7270,6,0.740432511393528,"F"
"B9154","G",242,27,"value_1_3","value_2_2","stimul",NA,5302,3,-0.608212420073255,"F"
"B9154","F",252,28,NA,NA,"filler","good",5642,4,-0.158664109584327,"F"
"B9154","F",253,28,NA,NA,"filler","good",6023,5,0.2908842009046,"F"
"B9154","G",23,3,"value_1_2","value_2_2","stimul",NA,3688,3,-0.608212420073255,"F"
"B9154","F",254,28,NA,NA,"filler","good",4260,7,1.18998082188246,"F"
"B9154","G",217,25,"value_1_1","value_2_1","stimul",NA,5063,5,0.2908842009046,"F"
"B9154","F",255,28,NA,NA,"filler","good",9706,5,0.2908842009046,"F"
"B9154","F",256,28,NA,NA,"filler","good",4044,7,1.18998082188246,"F"
"B9154","G",39,5,"value_1_1","value_2_3","stimul",NA,4891,6,0.740432511393528,"F"
"B9154","F",257,28,NA,NA,"filler","good",4459,3,-0.608212420073255,"F"
"B9154","G",152,17,"value_1_3","value_2_2","stimul",NA,5158,3,-0.608212420073255,"F"
"B9154","F",258,28,NA,NA,"filler","good",3437,7,1.18998082188246,"F"
"B9154","F",259,28,NA,NA,"filler","good",4466,7,1.18998082188246,"F"
"B9154","G",184,21,"value_1_2","value_2_1","stimul",NA,3722,7,1.18998082188246,"F"
"B9154","F",260,28,NA,NA,"filler","good",2726,7,1.18998082188246,"F"
"B9154","G",7,1,"value_1_3","value_2_1","stimul",NA,3082,4,-0.158664109584327,"F"
"B9154","F",261,28,NA,NA,"filler","good",3253,4,-0.158664109584327,"F"
"B9154","F",262,28,NA,NA,"filler","good",4515,7,1.18998082188246,"F"
"B9154","G",144,16,"value_1_3","value_2_3","stimul",NA,3764,4,-0.158664109584327,"F"
"B9154","F",263,28,NA,NA,"filler","good",4652,3,-0.608212420073255,"F"
"B9154","G",103,12,"value_1_2","value_2_1","stimul",NA,2696,7,1.18998082188246,"F"
"B9154","F",264,28,NA,NA,"filler","bad",4461,2,-1.05776073056218,"F"
"B9154","F",265,28,NA,NA,"filler","bad",5136,3,-0.608212420073255,"F"
"B9154","G",71,8,"value_1_3","value_2_2","stimul",NA,4388,3,-0.608212420073255,"F"
"B9154","F",266,28,NA,NA,"filler","bad",3582,2,-1.05776073056218,"F"
"B9154","G",119,14,"value_1_1","value_2_2","stimul",NA,5905,3,-0.608212420073255,"F"
"B9154","F",267,28,NA,NA,"filler","bad",3780,2,-1.05776073056218,"F"
"B9154","F",268,28,NA,NA,"filler","bad",3450,2,-1.05776073056218,"F"
"B9154","G",127,15,"value_1_1","value_2_1","stimul",NA,2774,7,1.18998082188246,"F"
"B9154","F",269,28,NA,NA,"filler","bad",3232,2,-1.05776073056218,"F"
"B9154","G",95,11,"value_1_2","value_2_2","stimul",NA,3731,7,1.18998082188246,"F"
"B9154","F",270,28,NA,NA,"filler","bad",3387,2,-1.05776073056218,"F"
"B9154","F",271,28,NA,NA,"filler","bad",4891,3,-0.608212420073255,"F"
"B9154","G",79,9,"value_1_3","value_2_1","stimul",NA,3693,2,-1.05776073056218,"F"
